epoch,seg_G_GAN,seg_G_L1,seg_D_real,seg_D_fake,det_G_GAN,det_G_L1,det_D_real,det_D_fake
23,0.7347962856292725,0.794099748134613,0.6411062479019165,0.7293283939361572,2.2574305534362793,2.6450536251068115,0.09797840565443039,0.6576935648918152
24,0.8136046528816223,0.5737582445144653,0.9291219115257263,0.6104205846786499,1.1294879913330078,5.68543004989624,0.9808759093284607,0.4042588770389557
25,0.7564473748207092,0.5560436248779297,0.5219468474388123,0.9719237685203552,1.0693727731704712,2.2520012855529785,0.4177345931529999,0.29622340202331543
26,5.1795759201049805,2.3933627605438232,0.0008041866822168231,0.004888983443379402,1.9456913471221924,1.5336395502090454,0.24306195974349976,0.8629066944122314
27,2.6313183307647705,1.8361726999282837,0.06623398512601852,0.37007617950439453,1.950063705444336,3.2664830684661865,0.14018772542476654,0.5411474108695984
28,0.7453178763389587,0.609125018119812,0.7886270880699158,0.6089956164360046,0.7392579317092896,0.6691508293151855,1.3560454845428467,0.19658079743385315
29,1.0268964767456055,0.9070136547088623,0.6182870864868164,0.44516193866729736,2.2667393684387207,2.7634739875793457,0.01554529182612896,0.7638164758682251
30,0.2964812219142914,1.9654508829116821,3.2563743591308594,0.2812635600566864,1.3752012252807617,3.0967047214508057,0.5043924450874329,0.41447246074676514
31,0.7703385949134827,0.46767458319664,0.7558900117874146,0.6425091028213501,2.15887188911438,2.6981089115142822,0.13667941093444824,1.3908535242080688
32,0.8859570026397705,0.8747024536132812,0.6378741264343262,0.7609636783599854,3.1891696453094482,2.6351823806762695,0.043897878378629684,1.127381682395935
33,0.6880934834480286,1.7962992191314697,1.0047770738601685,0.507755696773529,0.7491446733474731,1.3048115968704224,0.43936556577682495,0.5405122637748718
34,0.8242630362510681,1.1268960237503052,0.7458800673484802,0.5296496748924255,0.9787760972976685,3.169527530670166,0.6987199187278748,0.37043821811676025
35,0.8066436052322388,1.2398021221160889,0.5384496450424194,0.8462114930152893,1.2033767700195312,1.3044759035110474,0.5235361456871033,0.3432943820953369
36,0.5785571932792664,0.3673960566520691,1.0991116762161255,0.5035334825515747,1.175236701965332,1.6159034967422485,0.1256886124610901,0.47822117805480957
37,0.693303644657135,0.6194396615028381,0.6640782952308655,0.6869289875030518,1.0477558374404907,1.2190165519714355,0.9453278183937073,0.08716798573732376
38,0.7638888955116272,0.7625654339790344,0.5736095309257507,0.6182054281234741,1.0821354389190674,2.188713788986206,0.27412667870521545,0.26398348808288574
39,0.6748090982437134,1.352373480796814,0.732144832611084,0.5963940024375916,1.673669457435608,3.3156144618988037,0.501541793346405,0.17005306482315063
40,0.7461081743240356,0.8599609136581421,0.7557637691497803,0.48107001185417175,1.3350443840026855,2.569498062133789,0.14489328861236572,0.36832988262176514
41,0.7774801850318909,0.9519371390342712,0.6680564880371094,0.5203506350517273,1.5394355058670044,3.9678070545196533,0.8842730522155762,0.13607574999332428
42,0.9496824741363525,1.1331173181533813,0.7465742826461792,0.5784534215927124,1.2130895853042603,4.098919868469238,0.2274675816297531,0.6919232606887817
43,0.6853081583976746,1.7536799907684326,0.44432342052459717,0.9775679707527161,0.8467421531677246,1.868680477142334,1.2858691215515137,0.2442331314086914
44,0.8030624985694885,1.0425150394439697,0.6187580823898315,0.5730584263801575,0.9695541262626648,2.091634511947632,1.054092288017273,0.2548049986362457
45,0.7319563627243042,1.6319729089736938,0.6478149890899658,0.7449367046356201,1.1167938709259033,1.5339598655700684,0.8625105619430542,0.22196371853351593
46,0.6635293364524841,0.5883866548538208,0.5493177771568298,0.8697245717048645,1.5013015270233154,2.799297571182251,0.5275983810424805,0.2410404533147812
47,0.687946081161499,0.4557560682296753,0.7626838088035583,0.6321235299110413,1.6327438354492188,1.044351577758789,0.47244492173194885,0.17437948286533356
48,0.6409062147140503,0.04508133977651596,1.0265487432479858,0.46510133147239685,2.0938408374786377,2.522146701812744,0.023652059957385063,0.39608052372932434
49,0.793868899345398,0.8555173873901367,0.6517788767814636,0.6440063714981079,2.67954421043396,1.2088596820831299,0.06583073735237122,1.8280965089797974
50,0.6719818711280823,0.060304172337055206,1.4914970397949219,0.27364566922187805,1.5331361293792725,3.7520885467529297,0.16869878768920898,0.33787140250205994
51,0.6675493121147156,0.09598304331302643,0.7036188244819641,0.667553722858429,1.86456298828125,0.8368788957595825,0.1613842397928238,0.35606831312179565
52,0.7604036927223206,1.7327390909194946,0.7126337885856628,0.5918976664543152,1.1556956768035889,1.2982710599899292,0.1996687352657318,1.05032217502594
53,0.9113087058067322,0.5994710922241211,0.6614611744880676,0.562676191329956,1.134695053100586,1.272221326828003,0.5522804260253906,0.26168709993362427
54,0.7926458716392517,1.4296414852142334,0.4297783672809601,0.9853723645210266,2.102045774459839,0.8947751522064209,0.3539087474346161,1.0604674816131592
55,0.6535497903823853,0.3355088531970978,0.7951931357383728,0.5529307723045349,2.234015464782715,0.5597447752952576,0.15083664655685425,0.6216058731079102
56,0.6552900075912476,0.877625584602356,0.7326824069023132,0.5644190311431885,1.9064921140670776,1.9343124628067017,0.7514825463294983,0.11070917546749115
57,0.4705387353897095,0.9766543507575989,0.8541480898857117,0.5003366470336914,1.5131336450576782,1.8099867105484009,0.39619478583335876,0.8761306405067444
58,0.5951337218284607,0.3075522482395172,0.7408285737037659,0.6121431589126587,0.6964902281761169,3.195482015609741,0.6184917092323303,0.4456203877925873
59,0.8834906816482544,0.8456320762634277,0.6276208758354187,0.7430976033210754,1.5168582201004028,2.472046136856079,1.2583001852035522,0.09702695906162262
60,0.9402592778205872,0.5490084886550903,0.5209785103797913,0.5700312852859497,0.9429687261581421,2.3792977333068848,0.6119458079338074,0.36784863471984863
61,0.9039672613143921,0.9543493390083313,0.5030907392501831,0.6590477824211121,2.3764750957489014,2.7770802974700928,0.2724818289279938,0.40997663140296936
62,0.684141993522644,4.300211429595947,0.6986934542655945,0.7384922504425049,1.202124834060669,0.701633632183075,0.8783514499664307,0.7290461659431458
63,0.7549160718917847,2.34897518157959,0.4144248366355896,0.8698152899742126,1.4817498922348022,1.6586058139801025,0.5732485055923462,0.14629550278186798
64,0.9674117565155029,0.7963411808013916,0.655974805355072,0.5396694540977478,3.1386029720306396,2.953409433364868,0.03299610689282417,0.7796019911766052
65,0.8027355670928955,1.1977916955947876,0.6122962832450867,0.7358347773551941,2.14253306388855,1.7291210889816284,0.3768954873085022,0.08345340192317963
66,0.8160549402236938,0.761982798576355,0.5108148455619812,0.895275890827179,1.240472674369812,1.1965854167938232,0.3017455041408539,0.8845540285110474
67,0.7842138409614563,1.523511528968811,0.8177319765090942,0.39569777250289917,1.2223403453826904,1.9316093921661377,0.5325632691383362,0.7891646027565002
68,0.7327204942703247,0.3958970904350281,0.5713780522346497,0.7549126744270325,2.104520320892334,1.9999057054519653,0.03301670029759407,0.25297901034355164
69,0.7685837149620056,0.3548625409603119,0.9580633044242859,0.5327983498573303,1.081051230430603,2.6580207347869873,0.3910520076751709,0.4813048243522644
70,0.8060975670814514,0.8250824213027954,0.5261180400848389,0.7348631024360657,1.7727670669555664,1.1578617095947266,0.28348588943481445,0.35177913308143616
71,0.5739291310310364,0.3619922697544098,0.6412947773933411,0.7922592759132385,1.8232309818267822,0.9844744801521301,0.3474249243736267,0.22040659189224243
72,0.6828010678291321,0.7326135635375977,0.8621792793273926,0.48160991072654724,1.5296056270599365,2.1306183338165283,0.4359307289123535,0.2528153359889984
73,0.776129424571991,0.9529299736022949,0.7432378530502319,0.4481731355190277,1.519457459449768,1.5795488357543945,0.08113718032836914,1.8077824115753174
74,0.8376775979995728,0.4216347336769104,0.6096330881118774,0.6921942830085754,1.1531974077224731,2.7813658714294434,0.36337578296661377,0.92856365442276
75,0.8108980059623718,1.8214203119277954,0.6311448216438293,0.49685871601104736,1.7762258052825928,1.6035802364349365,0.14718231558799744,1.0227696895599365
76,0.6702620387077332,0.49852362275123596,1.0673794746398926,0.4706544280052185,0.7500936985015869,3.737985372543335,1.3168175220489502,0.07924232631921768
77,0.9596418738365173,0.6655169129371643,0.5281623601913452,0.8232120871543884,1.4986652135849,3.612488031387329,0.05282715708017349,0.37788793444633484
78,0.6789136528968811,27.188343048095703,0.7916216254234314,0.8599656820297241,0.18733979761600494,0.8068834543228149,1.540854573249817,0.13809044659137726
79,0.6155961751937866,1.1354857683181763,0.41177958250045776,1.224958896636963,1.3279674053192139,1.4118815660476685,0.3904789686203003,0.7792354226112366
80,0.7817156314849854,0.004120803438127041,0.7458657026290894,0.7139362692832947,1.1243789196014404,2.0009403228759766,0.4552927017211914,0.34796297550201416
81,0.887603223323822,2.242835283279419,0.6318908929824829,0.458575040102005,1.2171398401260376,1.0020020008087158,0.32942917943000793,0.8227476477622986
82,1.1832512617111206,1.8932651281356812,0.5459534525871277,0.9097127318382263,1.015040397644043,1.6350901126861572,1.7059719562530518,0.11635392904281616
83,0.826452374458313,0.32345595955848694,0.5080346465110779,0.8255363702774048,0.7939797043800354,1.385131597518921,1.1982403993606567,0.1903015673160553
84,0.7488315105438232,0.4232855439186096,0.9683315753936768,0.3875166177749634,0.8912463784217834,1.3611127138137817,0.3779602646827698,1.6441396474838257
85,0.6196662783622742,1.4582170248031616,0.5263769030570984,1.0952625274658203,0.5568336248397827,1.075904369354248,1.4240297079086304,0.14363060891628265
